LVA-Nr.,LVA-Titel,Typ,Art,LeiterIn,Sem.,ECTS,SSt.,Nächster Termin,max_students,registered_students,no_dates_total,Abhaltungssprache_subinfo,Institut,E-Mail,Ausbildungslevel,Studienfachbereich,Anbietende Uni,Quellcurriculum,Beurteilungskriterien,Lehrmethoden,Abhaltungssprache_studyhandbook,Literatur,Lehrinhalte wechselnd?,Sonstige Informationen,Studienfach
357.124,Mathematik 2,UE,Präsenz,Dmitry Efrosinin,2024S,"1,50","1,0",Do. 20.06.24 12:45 - 13:30,35,35,19.0,German,I. Math. Methoden Med. u. Datenbas. Mod.,,B1 - Bachelor 1. Jahr,Mathematik,Johannes Kepler Universität Linz,Bachelorstudium Mechatronik 2021W,"Schriftliche Übungsklausuren, Anzahl der vorbereiteten Beispiele, Präsentation von Aufgaben, erzielte Punkte bei Projektabgaben",Präsentation und Diskussion an der Tafel; eigenständige Ausarbeitung von Aufgaben,Deutsch,wird in den Übungen bekanntgegeben,Nein,keine,Pflichtfächer
357.125,Mathematik 2,UE,Präsenz,Valentin Sturm,2024S,"1,50","1,0",Do. 20.06.24 12:00 - 12:45,35,37,19.0,German,I. Math. Methoden Med. u. Datenbas. Mod.,info@m3dm.jku.at,B1 - Bachelor 1. Jahr,Mathematik,Johannes Kepler Universität Linz,Bachelorstudium Mechatronik 2021W,"Schriftliche Übungsklausuren, Anzahl der vorbereiteten Beispiele, Präsentation von Aufgaben, erzielte Punkte bei Projektabgaben",Präsentation und Diskussion an der Tafel; eigenständige Ausarbeitung von Aufgaben,Deutsch,wird in den Übungen bekanntgegeben,Nein,keine,Pflichtfächer
357.126,Mathematik 2,UE,Präsenz,Valentin Sturm,2024S,"1,50","1,0",Do. 20.06.24 12:45 - 13:30,35,35,19.0,German,I. Math. Methoden Med. u. Datenbas. Mod.,info@m3dm.jku.at,B1 - Bachelor 1. Jahr,Mathematik,Johannes Kepler Universität Linz,Bachelorstudium Mechatronik 2021W,"Schriftliche Übungsklausuren, Anzahl der vorbereiteten Beispiele, Präsentation von Aufgaben, erzielte Punkte bei Projektabgaben",Präsentation und Diskussion an der Tafel; eigenständige Ausarbeitung von Aufgaben,Deutsch,wird in den Übungen bekanntgegeben,Nein,keine,Pflichtfächer
357.128,Mathematik 2,UE,Präsenz,Robert Pollak,2024S,"1,50","1,0",Do. 20.06.24 13:45 - 14:30,35,24,19.0,German,I. Math. Methoden Med. u. Datenbas. Mod.,info@m3dm.jku.at,B1 - Bachelor 1. Jahr,Mathematik,Johannes Kepler Universität Linz,Bachelorstudium Mechatronik 2021W,"Schriftliche Übungsklausuren, Anzahl der vorbereiteten Beispiele, Präsentation von Aufgaben, erzielte Punkte bei Projektabgaben",Präsentation und Diskussion an der Tafel; eigenständige Ausarbeitung von Aufgaben,Deutsch,wird in den Übungen bekanntgegeben,Nein,keine,Pflichtfächer
245.312,Operations and Supply Chain Management,IK,Präsenz,Simon Currle,2024S,"3,00","2,0",Mi. 19.06.24 15:30 - 17:00,40,42,10.0,English,I. Produktions-u.Logistikmanagement,simon.currle@jku.at,B2 - Bachelor 2. Jahr,Betriebswirtschaftslehre,Johannes Kepler Universität Linz,Bachelorstudium Betriebswirtschaftslehre 2020W,"Homework exercises, exam(s)","Discussion of exercises, group work",English,"Stevenson, WJ: Operations Management. McGraw-Hill Education Ltd; in the current edition
Chopra, S (2019) Supply Chain Management: Strategy, Planning and Operation (7th Edition) 
Zusätzliche Literatur wird in der Lehrveranstaltung bekannt gegeben.",Nein,We strongly recommend to attend KS and IK “Operations and Supply Chain Management” in the same semester.,Wahlfächer
245.311,Operations and Supply Chain Management,KS,Präsenz,Simon Currle,2024S,"3,00","2,0",Mi. 19.06.24 13:45 - 15:15,100,91,11.0,English,I. Produktions-u.Logistikmanagement,elisabeth.gaar@jku.at,B2 - Bachelor 2. Jahr,Betriebswirtschaftslehre,Johannes Kepler Universität Linz,Bachelorstudium Betriebswirtschaftslehre 2021W,"Exam(s), exercises","Lecture, case studies, discussion",English,"Stevenson, WJ : Operations Management. McGraw-Hill Education Ltd; in the current edition
Chopra, S: Supply Chain Management: Strategy, Planning and Operation; in the current edition
Pointers to additional literature will be provided in class.",Nein,We recommend to attend KS and IK “Operations and Supply Chain Management” in the same semester.,(*)Digitalization and Supply Chain Management
381.013,Polymer Injection Moulding 2: Process Technologies,KV,Präsenz,Georg Steinbichler,2024S,"3,00","2,0",Mi. 19.06.24 10:15 - 11:45,35,11,14.0,English,"I. Polymer Inj. Moulding, Process Autom.",,M1 - Master 1. Jahr,Kunststofftechnik,Johannes Kepler Universität Linz,Masterstudium Polymer Technologies and Science (PTS) 2023W,(*)Written exam,,Englisch,"(*)Injection Molding - Technology and Fundamentals, James L. White, Hanser Verlag",Nein,,(*)Polymer Processing
150.031,Praxis der Unternehmensbesteuerung,VL,Präsenz,Christoph Finsterer,2024S,"1,50","1,0",Do. 27.06.24 10:15 - 11:45,200,62,3.0,German,"I. Finanz-, Steuerrecht u. Steuerpolitik",steuerrecht@jku.at,D - Diplom,Rechtswissenschaften,Johannes Kepler Universität Linz,Diplomstudium Rechtswissenschaften 2016W,Die Beurteilung erfolgt auf Basis der Mitwirkung an den Vorlesungsinhalten.,Die Lehrinhalte werden im Rahmen von Vorträgen und Diskussionen erarbeitet. ,Deutsch,,Nein,Die Lehrveranstaltung bildet in ihrer Gesamtheit einen Bestandteil des Fertigkeitentrainings im Sinne von § 3 des Curriculums. ,Zweiter Studienabschnitt
343.355,Projektorganisation,KV,Präsenz,Paul Grünbacher,2024S,"3,00","2,0",Letzter Termin vorbei,35,28,6.0,German,I. Software Systems Engineering,paul.gruenbacher@jku.at,B2 - Bachelor 2. Jahr,Informatik,Johannes Kepler Universität Linz,Bachelorstudium Informatik 2022W,2-4 praktische Übungen im Rahmen des Semesterprojekts; schriftlicher Test am Ende des Semesters (Sommersemester); Ausarbeitung und Präsentation eines Vertiefungsthemas (Wintersemester),Folienvortrag; Semesterprojekt in Gruppen; Besprechung neuer und abgegebener Projektaufgaben; Diskussionen; Verwendung von Softwarewerkzeugen,Deutsch,Foliensatz; Software-Werkzeuge,Nein,,Begleitende Inhalte
257.211,Prozess- und Kommunikationsmodellierung,UE,Präsenz,Udo Kannengiesser,2024S,"3,00","2,0",Letzter Termin vorbei,30,30,10.0,German,I. WI Communications Engineering,udo.kannengiesser@jku.at,B1 - Bachelor 1. Jahr,Wirtschaftsinformatik,Johannes Kepler Universität Linz,Bachelorstudium Wirtschaftsinformatik 2020W,Beurteilung von individuellen Modellierungsaufgaben und der Ergebnisse der Gruppenreflexion(Gewichtung je 50%) für jede Teilaufgabe.,Angeleitete Explorierung und Reflexion,Deutsch,"Basisliteratur: 
Becker, J., Kugeler, M., & Rosemann, M. (Hrsg.). (2012). Prozessmanagement: Ein Leitfaden zur prozessorientierten Organisationsgestaltung (Siebte, korrigierte und erweiterte Auflage). Springer Gabler.
Rücker, B., & Freund, J. (2019). Praxishandbuch BPMN Mit Einführung in DMN (Sechste Auflage). Carl Hanser Verlag.
Ergänzungsliteratur wird in jedem Semester bekannt gegeben",Nein,Siehe  Prozess- und Kommunikationsmodellierung,Wahlfächer
257.213,Prozess- und Kommunikationsmodellierung,UE,Präsenz,Udo Kannengiesser,2024S,"3,00","2,0",Letzter Termin vorbei,30,16,10.0,German,I. WI Communications Engineering,udo.kannengiesser@jku.at,B1 - Bachelor 1. Jahr,Wirtschaftsinformatik,Johannes Kepler Universität Linz,Bachelorstudium Wirtschaftsinformatik 2020W,Beurteilung von individuellen Modellierungsaufgaben und der Ergebnisse der Gruppenreflexion(Gewichtung je 50%) für jede Teilaufgabe.,Angeleitete Explorierung und Reflexion,Deutsch,"Basisliteratur: 
Becker, J., Kugeler, M., & Rosemann, M. (Hrsg.). (2012). Prozessmanagement: Ein Leitfaden zur prozessorientierten Organisationsgestaltung (Siebte, korrigierte und erweiterte Auflage). Springer Gabler.
Rücker, B., & Freund, J. (2019). Praxishandbuch BPMN Mit Einführung in DMN (Sechste Auflage). Carl Hanser Verlag.
Ergänzungsliteratur wird in jedem Semester bekannt gegeben",Nein,Siehe  Prozess- und Kommunikationsmodellierung,Wahlfächer
257.214,Prozess- und Kommunikationsmodellierung,UE,Präsenz,Richard Heininger,2024S,"3,00","2,0",Letzter Termin vorbei,30,31,10.0,German,I. WI Communications Engineering,richard.heininger@jku.at,B1 - Bachelor 1. Jahr,Wirtschaftsinformatik,Johannes Kepler Universität Linz,Bachelorstudium Wirtschaftsinformatik 2020W,Beurteilung von individuellen Modellierungsaufgaben und der Ergebnisse der Gruppenreflexion(Gewichtung je 50%) für jede Teilaufgabe.,Angeleitete Explorierung und Reflexion,Deutsch,"Basisliteratur: 
Becker, J., Kugeler, M., & Rosemann, M. (Hrsg.). (2012). Prozessmanagement: Ein Leitfaden zur prozessorientierten Organisationsgestaltung (Siebte, korrigierte und erweiterte Auflage). Springer Gabler.
Rücker, B., & Freund, J. (2019). Praxishandbuch BPMN Mit Einführung in DMN (Sechste Auflage). Carl Hanser Verlag.
Ergänzungsliteratur wird in jedem Semester bekannt gegeben",Nein,Siehe  Prozess- und Kommunikationsmodellierung,Wahlfächer
257.200,Prozess- und Kommunikationsmodellierung,VL,Präsenz,Udo Kannengiesser,2024S,"3,00","2,0",Di. 18.06.24 08:30 - 10:00,200,152,8.0,German,I. WI Communications Engineering,udo.kannengiesser@jku.at,B1 - Bachelor 1. Jahr,Wirtschaftsinformatik,Johannes Kepler Universität Linz,Bachelorstudium Wirtschaftsinformatik 2020W,Klausur,"Konzeptuelle Inputs und interaktiver Diskurs auf Basis von Fragen, die zu jeder Lerneinheit gestellt werden. Das gesamte Material ist didaktisch aufbereitet in einer e-Learning-Plattform verfügbar. Die Studierenden haben die Möglichkeit, ihre Überlegungen in einem den Fragen zugeordneten Forum kontextsensitiv einzupflegen und zu bearbeiten.",Deutsch,"Basisliteratur: 
Dumas, M., La Rosa, M., Mendling, J., & Reijers, H. A. (2013). Fundamentals of Business Process Management. Springer Berlin Heidelberg. 
Harmon, P. (2019). Business process change: A business process management guide for managers and process professionals (Vierte Auflage). Elsevier.
Ould, M. A. (2005). Business process management: A rigorous approach. Meghan-Kiffer Press.
Weske, M. (2019). Business Process Management: Concepts, Languages, Architectures (Dritte Auflage). Springer Berlin Heidelberg. 
Ergänzungsliteratur wird in jedem Semester bekannt gegeben",Nein,Siehe  Prozess- und Kommunikationsmodellierung,Wahlfächer
361.007,Regelungstechnik,UE,Präsenz,Georg Hartl,2024S,"1,50","1,0",Do. 27.06.24 10:15 - 11:45,35,35,14.0,German,I. Regelungstechn. u. Prozessautomatis.,,B2 - Bachelor 2. Jahr,Mechatronik,Johannes Kepler Universität Linz,Bachelorstudium Mechatronik 2023W,"2 Klausuren, eine ca. zur Hälfte und eine am Ende der Lehrveranstaltung",Tafel- und Folienvortrag ergänzt durch Übungsbeispiele als Hausarbeit,Deutsch,JKU KUSS und/oder Moodle,Nein,,Pflichtfächer
361.008,Regelungstechnik,UE,Präsenz,Johannes Schrotshamer,2024S,"1,50","1,0",Do. 27.06.24 12:00 - 13:30,35,33,14.0,German,I. Regelungstechn. u. Prozessautomatis.,,B2 - Bachelor 2. Jahr,Mechatronik,Johannes Kepler Universität Linz,Bachelorstudium Mechatronik 2023W,"2 Klausuren, eine ca. zur Hälfte und eine am Ende der Lehrveranstaltung",Tafel- und Folienvortrag ergänzt durch Übungsbeispiele als Hausarbeit,Deutsch,JKU KUSS und/oder Moodle,Nein,,Pflichtfächer
361.009,Regelungstechnik,UE,Präsenz,Johannes Schrotshamer,2024S,"1,50","1,0",Do. 27.06.24 13:45 - 15:15,35,32,14.0,German,I. Regelungstechn. u. Prozessautomatis.,,B2 - Bachelor 2. Jahr,Mechatronik,Johannes Kepler Universität Linz,Bachelorstudium Mechatronik 2023W,"2 Klausuren, eine ca. zur Hälfte und eine am Ende der Lehrveranstaltung",Tafel- und Folienvortrag ergänzt durch Übungsbeispiele als Hausarbeit,Deutsch,JKU KUSS und/oder Moodle,Nein,,Pflichtfächer
361.001,Regelungstechnik,VL,Präsenz,Markus Schöberl,2024S,"4,50","3,0",Di. 18.06.24 08:30 - 10:00,140,131,21.0,German,I. Regelungstechn. u. Prozessautomatis.,,B2 - Bachelor 2. Jahr,Mechatronik,Johannes Kepler Universität Linz,Bachelorstudium Mechatronik 2023W,schriftliche Klausur und/oder mündliche Prüfung,Tafel- und Folienvortrag,Deutsch,JKU KUSSS und/oder Moodle,Nein,,Pflichtfächer
382.059,Signalverarbeitung,VL,Präsenz,Mario Huemer,2024S,"4,50","3,0",Mi. 26.06.24 08:30 - 11:00,70,53,15.0,German,I. Signalverarbeitung,office.isp@jku.at,B2 - Bachelor 2. Jahr,Informationselektronik,Johannes Kepler Universität Linz,Bachelorstudium Elektronik und Informationstechnik 2022W,Schriftliche Klausur,Folien/Tafelvortrag unterstützt mit Matlab-basierten Demos,Deutsch,"Vorlesungsfolien 
A.V. Oppenheim, R.W. Schafer, J.R. Buck, Zeitdiskrete Signalverarbeitung, Pearson, München, 2004. 
K.D. Kammeyer, K. Kroschel, Digitale Signalverarbeitung, Vieweg + Teubner, Wiesbaden, 2009. 
D. Ch. von Grünigen, Digitale Signalverarbeitung, Hanser, München, 2008. ",Nein,,Wahlfächer
339.170,Softwareentwicklung 1,VO,Präsenz,Hanspeter Mössenböck,2024S,"3,00","2,0",Do. 20.06.24 15:30 - 17:00,100,108,12.0,German,I. Systemsoftware,hanspeter.moessenboeck@jku.at,B1 - Bachelor 1. Jahr,Informatik,Johannes Kepler Universität Linz,Bachelorstudium Informatik 2022W,Klausur am Semesterende,Folienvortrag mit Beispielen an der Tafel.,Deutsch,"Basisliteratur:  
Mössenböck, H.: Sprechen Sie Java? Eine Einführung in das systematische Programmieren. dpunkt.verlag, Heidelberg, in der aktuellen Auflage.
Ergänzungsliteratur wird in jedem Semester bekannt gegeben.",Nein,Für nähere Informationen siehe http://ssw.jku.at/Teaching/Lectures/,Software
339.191,Softwareentwicklung 2,VO,Präsenz,Herbert Prähofer,2024S,"3,00","2,0",Do. 20.06.24 08:30 - 10:00,300,307,17.0,German,I. Systemsoftware,herbert.praehofer@jku.at,B1 - Bachelor 1. Jahr,Informatik,Johannes Kepler Universität Linz,Bachelorstudium Informatik 2022W,Klausur am Semesterende,"Folienvortrag mit Beispielen an der Tafel. In wöchentlichen Programmieraufgaben, die in der darauffolgenden Woche besprochen werden, erwerben Sie praktische Programmiererfahrungen.",Deutsch,Siehe http://ssw.jku.at/Teaching/Lectures/SW2/VL/,Nein,Für weitere Informationen siehe http://ssw.jku.at/Teaching/Lectures/SW2/VL/,Software
256.600,Soziale Auswirkungen der IT,KS,Präsenz,Hermann Sikora,2024S,"3,00","2,0",Mi. 19.06.24 17:15 - 18:45,150,154,13.0,German,I. WI Information Engineering,office@ie.jku.at,B3 - Bachelor 3. Jahr,Sozialwissenschaften,Johannes Kepler Universität Linz,Bachelorstudium Wirtschaftsinformatik 2022W,Kurzreferat und schriftliche Arbeit zu einem selbstgewählten Thema.,Kurze beschreibende oder empirische Studie,Deutsch,Aktuelle Literatur wird im KUSSS bereitgestellt.,Nein,,Soziale und geschlechterspezifische Aspekte der IT
339.341,Special Topics,KV,Präsenz,Hanspeter Mössenböck,2024S,"1,50","1,0",Do. 04.07.24 10:00 - 11:00,125,119,3.0,English,I. Systemsoftware,hanspeter.moessenboeck@jku.at,M1 - Master 1. Jahr,Informatik,Johannes Kepler Universität Linz,Masterstudium Computer Science 2021W,(*)See course descriptions. ,(*)See course descriptions. ,Englisch,(*)See course descriptions. ,Ja,(*)None.,(*)Area of Specialization
339.350,Special Topics,KV,Präsenz,William Steingartner,2024S,"1,50","1,0",Letzter Termin vorbei,35,12,4.0,English,I. Systemsoftware,sec@ssw.jku.at,M1 - Master 1. Jahr,Informatik,Johannes Kepler Universität Linz,Masterstudium Computer Science 2021W,(*)See course descriptions. ,(*)See course descriptions. ,Englisch,(*)See course descriptions. ,Ja,(*)None.,(*)Area of Specialization
238.213,Statistik für Sozial- und Wirtschaftswissenschaften,KS,Präsenz,Andreas Quatember,2024S,"3,00","2,0",Mo. 17.06.24 15:30 - 17:00,180,173,14.0,German,A. Datengewinnung und Datenqualität,andreas.quatember@jku.at,B1 - Bachelor 1. Jahr,Statistik,Johannes Kepler Universität Linz,,,,,,,,Pflichtfächer
150.004,Steuerrecht,RE,Präsenz,Maximilian Reindl,2024S,"2,00","2,0",Letzter Termin vorbei,200,100,4.0,German,"I. Finanz-, Steuerrecht u. Steuerpolitik",steuerrecht@jku.at,,,,,,,,,,,Not available
269.030,Strategisches Management: Grundlagen,KS,Präsenz,Johannes Winkler,2024S,"3,00","2,0",Letzter Termin vorbei,100,82,6.0,German,I. Strategisches Management,,B2 - Bachelor 2. Jahr,Betriebswirtschaftslehre,Johannes Kepler Universität Linz,Bachelorstudium Betriebswirtschaftslehre 2021W,Klausur und Seminararbeit,"Zur Erreichung der Lehr- und Lernziele werden theoretische Inputs, Selbststudium sowie Übungen in Kleingruppen und Phasen der kritischen Reflexion und Diskussion eingesetzt.",Deutsch,,Nein,,Wahlfächer
381.001,Technologien der Polymerverarbeitung 2: Spritzgießen,VL,Präsenz,Georg Steinbichler,2024S,"2,50","2,0",Mi. 19.06.24 13:45 - 15:15,105,22,14.0,German,"I. Polymer Inj. Moulding, Process Autom.",,B2 - Bachelor 2. Jahr,Kunststofftechnik,Johannes Kepler Universität Linz,Bachelorstudium Nachhaltige Kunststofftechnik & Kreislaufwirtschaft 2023W,Schriftliche Prüfung mit transparentem Punktesystem und Notenzuteilung,Vorlesung mit Power Point Präsentation; Skripten werden über das KUSSS zur Verfügung gestellt,Deutsch,,Nein,,Kunststofftechnik und Kreislaufwirtschaft
531.208,Wahrscheinlichkeitsrechnung,VO,Präsenz,Peter Kritzer,2024S,"4,00","4,0",Mo. 24.06.24 10:15 - 11:45,100,76,28.0,German,A. MINT Didaktik,Peter.Kritzer@oeaw.ac.at,,,,,,,,,,,Not available
233.KS2,Wirtschafts- und Berufspädagogik 2,KS,Präsenz,Georg Hans Neuweg,2024S,"4,00","2,0",Di. 18.06.24 17:15 - 18:45,200,59,11.0,German,I. Wirtschafts- u. Berufspädagogik,georg.neuweg@jku.at,D - Diplom,Pädagogik,Johannes Kepler Universität Linz,Diplomstudium Wirtschaftspädagogik 2023W,Schriftliche Klausur sowie Reflexions- und Übungsaufgaben,"Vortrag, selbständiges Literaturstudium, Diskussion",Deutsch,Detaillierte Angaben sind der Literaturliste im WIP-Moodle zu entnehmen. ,Nein,Der Kurs Wirtschafts- und Berufspädagogik 2 (Sommersemester) wird alternierend mit dem Kurs Wirtschafts- und Berufspädagogik 1 (Wintersemester) angeboten. Er kann auch vor dem Kurs 1 absolviert werden.,Pflichtfächer 2. Studienabschnitt
367.144,Wirtschaftsgrundlagen der Informatik,VL,Präsenz,Werner Retschitzegger,2024S,"3,00","2,0",Letzter Termin vorbei,200,181,5.0,German,A. Kooperative Informationssysteme,werner.retschitzegger@jku.at,B2 - Bachelor 2. Jahr,Informatik,Johannes Kepler Universität Linz,Bachelorstudium Informatik 2022W,Klausur,Folien-basierter Vortrag,Deutsch,"G. Wöhe, U. Döring, Einführung in die Allgemeine Betriebswirtschaftslehre, 26. Auflage, Vahlen-Verlag, 2016
J.-P. Thommen, A.-K. Achleitner, Allgemeine Betriebswirtschaftslehre, 5. Auflage, Gabler-Verlag, 2009
J. Noll, Konstitutive Entscheidungen, Beschaffung, Leistungserstellung und Absatz, VO-Unterlagen, Fakultät für Wirtschaftswissenschaften, Universität Wien, 2007
A. Meier, H. Stormer, eBusiness & eCommerce, Management der digitalen Wertschöpfungskette, 2. Auflage, Springer, 2008
Tobias Kollmann: E-Business – Grundlagen elektronischer Geschäftsprozesse in der Digitalen Wirtschaft, 6. Auflage, Springer 2016
A. Meier, H. Stormer, eBusiness & eCommerce, Management der digitalen Wertschöpfungskette, 3. Auflage, Springer, 2012",Nein,http://www.cis.jku.at,Begleitende Inhalte
367.145,Wirtschaftsgrundlagen für Informatiker,VO,Präsenz,Werner Retschitzegger,2024S,"3,00","2,0",Letzter Termin vorbei,15,2,5.0,German,A. Kooperative Informationssysteme,werner.retschitzegger@jku.at,,,,,,,,,,,Not available
531.170,Zahlentheorie,VO,Präsenz,Friedrich Pillichshammer,2024S,"2,00","2,0",Mi. 19.06.24 10:15 - 11:45,110,97,13.0,German,A. MINT Didaktik,friedrich.pillichshammer@jku.at,,,,,,,,,,,Not available
239.301,Ökonomie für das Unterrichtsfach GW,VU,Präsenz,René Andeßner,2024S,"8,00","4,0",Do. 20.06.24 10:15 - 11:45,200,48,25.0,German,I. Volkswirtschaftslehre,,,,,,,,,,,,Not available
